file,isin,fund_name,amc,category,fund_category,years_of_prediction,rmse,rmse_percent,cagr,sip_cagr,annualized_volatility,risk_band
TataLiquidGrowthDirectPlan_INF277K01YE6.xlsx,INF277K01YE6,Tata Liquid Growth Direct Plan,TATAMutualFund_MF,Debt - Bonds,Liquid Fund,12.07,56.6668,1.97,7.03,7.25,2393.07,High
TataEquitySavingPeriodicIDCWPayoutDirectPlan_INF277K01QL7.xlsx,INF277K01QL7,Tata Equity Saving Periodic IDCW Payout Direct Plan,TATAMutualFund_MF,Equity,Equity Savings,11.59,3.029,16.09,11.66,11.3,9.49,Low
TataEthicalGrowthDirectPlan_INF277K01NG4.xlsx,INF277K01NG4,Tata Ethical Growth Direct Plan,TATAMutualFund_MF,Equity,Sectoral/Thematic,11.98,47.047,21.54,16.12,12.15,13.55,Low
TataIndiaConsumerGrowthDirectPlan_INF277K013A6.xlsx,INF277K013A6,Tata India Consumer Growth Direct Plan,TATAMutualFund_MF,Equity,Sectoral/Thematic,8.99,5.2897,20.25,24.54,20.18,15.66,Medium
TataBalancedAdvantageIDCWPayoutDirectPlan_INF277K015S3.xlsx,INF277K015S3,Tata Balanced Advantage IDCW Payout Direct Plan,TATAMutualFund_MF,Equity,Dynamic Asset Allocation or Balanced Advantage,5.9,2.0214,12.57,15.11,13.14,9.21,Low
TataNiftySDLPlusAaaPSUBondDec20276040IndexIDCWPayoutDirectPlan_INF277KA1398.xlsx,INF277KA1398,Tata Nifty SDL Plus Aaa PSU Bond Dec 2027 60: 40 Index IDCW Payout Direct Plan,TATAMutualFund_MF,Debt - Bonds,Index Funds - Fixed Income,2.71,0.3343,2.99,7.78,8.84,1.08,Low
TataArbitrageMonthlyIDCWPayoutDirectPlan_INF277K019Q9.xlsx,INF277K019Q9,Tata Arbitrage Monthly IDCW Payout Direct Plan,TATAMutualFund_MF,Equity,Arbitrage Fund,6.0,0.372,3.12,7.72,7.97,1.12,Low
TataHybridEquityPeriodicIDCWPayoutDirectPlan_INF277K01MM4.xlsx,INF277K01MM4,Tata Hybrid Equity Periodic IDCW Payout Direct Plan,TATAMutualFund_MF,Equity,Aggressive Hybrid Fund,11.98,9.8179,11.92,9.25,5.35,14.54,Low
TataEquityPEIDCWTriggerAPayoutDirectPlan_INF277K01NA7.xlsx,INF277K01NA7,Tata Equity PE IDCW Trigger A Payout Direct Plan,TATAMutualFund_MF,Equity,Value Fund,11.98,14.7784,20.63,21.71,17.4,16.87,Medium
SundaramLiquidGrowthDirectPlan_INF173K01GU0.xlsx,INF173K01GU0,Sundaram Liquid Growth Direct Plan,SUNDARAMMUTUALFUND_MF,Debt - Bonds,Liquid Fund,3.14,17.5223,0.84,7.06,7.27,0.09,Low
TataLiquidDailyIDCWReinvestDirectPlan_INF277K012D2.xlsx,INF277K012D2,Tata Liquid Daily IDCW Reinvest Direct Plan,TATAMutualFund_MF,Debt - Bonds,Liquid Fund,12.07,192.9953,20.23,0.0,0.0,2391.9,High
SundaramUltraShortDurationGrowthDirectPlan_INF173K01HI3.xlsx,INF173K01HI3,Sundaram Ultra Short Duration Growth Direct Plan,SUNDARAMMUTUALFUND_MF,Debt - Bonds,Ultra Short Duration Fund,2.96,39.3674,1.5,7.33,7.74,0.33,Low
SundaramEquitySavingIDCWReinvestDirectPlan_INF173K01HD4.xlsx,INF173K01HD4,Sundaram Equity Saving IDCW Reinvest Direct Plan,SUNDARAMMUTUALFUND_MF,Equity,Equity Savings,2.97,0.5861,3.79,6.9,6.55,7.61,Low
SundaramDividendYieldGrowthDirectPlan_INF173K01EV3.xlsx,INF173K01EV3,Sundaram Dividend Yield Growth Direct Plan,SUNDARAMMUTUALFUND_MF,Equity,Dividend Yield Fund,2.97,7.8895,6.56,21.11,17.63,13.03,Low
SundaramInfrastructureAdvantageGrowthDirectPlan_INF903J01F92.xlsx,INF903J01F92,Sundaram Infrastructure Advantage Growth Direct Plan,SUNDARAMMUTUALFUND_MF,Equity,Sectoral/Thematic,10.69,9.7562,21.34,28.94,24.39,17.79,Medium
TataArbitrageGrowthDirectPlan_INF277K017Q3.xlsx,INF277K017Q3,Tata Arbitrage Growth Direct Plan,TATAMutualFund_MF,Equity,Arbitrage Fund,6.0,0.5682,4.58,7.64,7.94,0.96,Low
SundaramNifty100EqualWeightIDCWReinvestDirectPlan_INF173K01EX9.xlsx,INF173K01EX9,Sundaram Nifty 100 Equal Weight IDCW Reinvest Direct Plan,SUNDARAMMUTUALFUND_MF,Equity,Index Funds,2.97,4.4386,5.87,12.45,11.28,16.21,Medium
TataEquityPEIDCWTriggerBPayoutDirectPlan_INF277K01NC3.xlsx,INF277K01NC3,Tata Equity PE IDCW Trigger B Payout Direct Plan,TATAMutualFund_MF,Equity,Value Fund,11.98,14.3176,20.77,20.64,16.13,17.19,Medium
SundaramMediumDurationAnnualIDCWPayoutDirectPlan_INF903J01PH0.xlsx,INF903J01PH0,Sundaram Medium Duration Annual IDCW Payout Direct Plan,SUNDARAMMUTUALFUND_MF,Debt - Bonds,Medium Duration Fund,11.9,0.7691,5.99,6.31,6.42,4.92,Low
SundaramDiversifiedEquityGrowthDirectPlan_INF903J01NN3.xlsx,INF903J01NN3,Sundaram Diversified Equity Growth Direct Plan,SUNDARAMMUTUALFUND_MF,ELSS,ELSS,11.98,25.0126,21.14,18.75,15.63,16.1,Medium
TataCorporateBondIDCWMonthlyPayoutDirectPlan_INF277KA1273.xlsx,INF277KA1273,Tata Corporate Bond IDCW Monthly Payout Direct Plan,TATAMutualFund_MF,Debt - Bonds,Corporate Bond Fund,3.03,0.2395,2.15,8.17,8.7,0.89,Low
TataEquitySavingMonthlyIDCWPayoutDirectPlan_INF277K01QJ1.xlsx,INF277K01QJ1,Tata Equity Saving Monthly IDCW Payout Direct Plan,TATAMutualFund_MF,Equity,Equity Savings,10.51,1.644,10.04,7.99,7.64,5.35,Low
SundaramInfrastructureAdvantageIDCWPayoutDirectPlan_INF903J01G00.xlsx,INF903J01G00,Sundaram Infrastructure Advantage IDCW Payout Direct Plan,SUNDARAMMUTUALFUND_MF,Equity,Sectoral/Thematic,10.69,6.6604,18.58,19.63,15.75,18.54,Medium
TataIndiaPharmaHealthcareGrowthDirectPlan_INF277K019A3.xlsx,INF277K019A3,Tata India Pharma & Healthcare Growth Direct Plan,TATAMutualFund_MF,Equity,Sectoral/Thematic,8.99,3.3389,19.98,26.25,24.98,15.74,Medium
TrustMFBankingPSUWeeklyIDCWReinvestDirectPlan_INF0GCD01123.xlsx,INF0GCD01123,TrustMF Banking & PSU Weekly IDCW Reinvest Direct Plan,TRUSTMUTUALFUND_MF,Debt - Bonds,Banking and PSU Fund,3.87,9.4978,0.91,3.86,4.48,1.02,Low
UnionLargeMidcapIDCWPayoutDirectPlan_INF582M01GC6.xlsx,INF582M01GC6,Union Large & Midcap IDCW Payout Direct Plan,UNIONMUTUALFUND_MF,Equity,Large & Mid Cap fund,5.02,2.4457,13.1,22.03,19.06,14.78,Low
TaurusInfrastructureIDCWReinvestDirectPlan_INF044D01CF8.xlsx,INF044D01CF8,Taurus Infrastructure IDCW Reinvest Direct Plan,TAURUSMUTUALFUND_MF,Equity,Sectoral/Thematic,11.98,5.8404,19.51,26.35,21.82,18.35,Medium
UTIAggressiveHybridIDCWPayoutDirectPlan_INF789F01SI3.xlsx,INF789F01SI3,UTI Aggressive Hybrid IDCW Payout Direct Plan,UTIMUTUALFUND_MF,Equity,Aggressive Hybrid Fund,11.98,4.4635,13.8,13.94,11.25,12.36,Low
UTIBankingPSUMonthlyIDCWPayoutDirectPlan_INF789FC1HC5.xlsx,INF789FC1HC5,UTI Banking & PSU Monthly IDCW Payout Direct Plan,UTIMUTUALFUND_MF,Debt - Bonds,Banking and PSU Fund,8.93,0.2711,2.25,2.59,2.99,3.79,Low
TrustMFShortDurationWeeklyIDCWReinvestDirectPlan_INF0GCD01388.xlsx,INF0GCD01388,TrustMF Short Duration Weekly IDCW Reinvest Direct Plan,TRUSTMUTUALFUND_MF,Debt - Bonds,Short Duration Fund,3.36,9.2368,0.89,3.67,4.29,0.87,Low
TempletonIndiaEquityIncomeGrowthDirectPlan_INF090I01IT8.xlsx,INF090I01IT8,Templeton India Equity Income Growth Direct Plan,FRANKLINTEMPLETON,Equity,Dividend Yield Fund,11.98,14.29,21.96,21.13,18.27,13.99,Low
UnionEquitySavingIDCWReinvestDirectPlan_INF582M01ED9.xlsx,INF582M01ED9,Union Equity Saving IDCW Reinvest Direct Plan,UNIONMUTUALFUND_MF,Equity,Equity Savings,6.34,1.2047,8.88,10.08,9.2,6.15,Low
UTIBSELowVolatilityIndexGrowthDirectPlan_INF789F1AVF2.xlsx,INF789F1AVF2,UTI BSE Low Volatility Index Growth Direct Plan,UTIMUTUALFUND_MF,Equity,Index Funds,2.8,1.0844,7.65,15.82,15.92,10.61,Low
UnionMoneyMarketOfMonthlyIDCWReinvestDirectPlan_INF582M01HJ9.xlsx,INF582M01HJ9,Union Money Market Of Monthly IDCW Reinvest Direct Plan,UNIONMUTUALFUND_MF,Debt - Bonds,Money Market Fund,3.31,0.7068,0.07,0.16,0.42,1.91,Low
TataResourcesEnergyIDCWPayoutDirectPlan_INF277K017B5.xlsx,INF277K017B5,Tata Resources & Energy IDCW Payout Direct Plan,TATAMutualFund_MF,Equity,Sectoral/Thematic,8.99,5.2744,20.2,24.69,20.84,18.88,Medium
UnionFlexicapIDCWReinvestDirectPlan_INF582M01641.xlsx,INF582M01641,Union Flexicap IDCW Reinvest Direct Plan,UNIONMUTUALFUND_MF,Equity,Flexi Cap Fund,11.98,4.645,19.47,21.64,18.61,15.74,Medium
TempletonIndiaEquityIncomeIDCWPayoutDirectPlan_INF090I01IS0.xlsx,INF090I01IS0,Templeton India Equity Income IDCW Payout Direct Plan,FRANKLINTEMPLETON,Equity,Dividend Yield Fund,11.98,3.3009,17.58,11.72,9.12,15.32,Medium
TrustMFBankingPSUMonthlyIDCWPayoutDirectPlan_INF0GCD01149.xlsx,INF0GCD01149,TrustMF Banking & PSU Monthly IDCW Payout Direct Plan,TRUSTMUTUALFUND_MF,Debt - Bonds,Banking and PSU Fund,3.87,13.1753,1.25,4.34,4.93,1.36,Low
TataSmallCapGrowthDirectPlan_INF277K011O1.xlsx,INF277K011O1,Tata Small Cap Growth Direct Plan,TATAMutualFund_MF,Equity,Small Cap Fund,6.1,3.9084,15.78,29.4,23.04,17.42,Medium
UnionLargeMidcapGrowthDirectPlan_INF582M01GA0.xlsx,INF582M01GA0,Union Large & Midcap Growth Direct Plan,UNIONMUTUALFUND_MF,Equity,Large & Mid Cap fund,5.02,2.4457,13.1,22.03,19.06,14.78,Low
UTIBankingPSUFlexiIDCWPayoutDirectPlan_INF789FA1V29.xlsx,INF789FA1V29,UTI Banking & PSU Flexi IDCW Payout Direct Plan,UTIMUTUALFUND_MF,Debt - Bonds,Banking and PSU Fund,9.83,1.2911,9.22,7.88,8.23,3.86,Low
TrustMFOvernightDailyIDCWReinvestDirectPlan_INF0GCD01461.xlsx,INF0GCD01461,TrustMF Overnight Daily IDCW Reinvest Direct Plan,TRUSTMUTUALFUND_MF,Debt - Bonds,Overnight Fund,3.01,7.1342,0.64,5.9,5.7,0.14,Low
UnionValueGrowthDirectPlan_INF582M01EK4.xlsx,INF582M01EK4,Union Value Growth Direct Plan,UNIONMUTUALFUND_MF,Equity,Value Fund,6.02,3.0271,16.64,24.18,20.4,18.12,Medium
UnionDynamicBondGrowthDirectPlan_INF582M01799.xlsx,INF582M01799,Union Dynamic Bond Growth Direct Plan,UNIONMUTUALFUND_MF,Debt - Bonds,Dynamic Bond,11.96,2.6222,15.14,7.39,7.81,3.24,Low
UnionDynamicBondIDCWReinvestDirectPlan_INF582M01807.xlsx,INF582M01807,Union Dynamic Bond IDCW Reinvest Direct Plan,UNIONMUTUALFUND_MF,Debt - Bonds,Dynamic Bond,11.96,0.9755,7.57,7.39,7.81,6.86,Low
UnionMidcapIDCWPayoutDirectPlan_INF582M01GK9.xlsx,INF582M01GK9,Union Midcap IDCW Payout Direct Plan,UNIONMUTUALFUND_MF,Equity,Mid Cap Fund,4.74,4.0353,12.1,26.31,23.32,15.86,Medium
TrustMFLiquidMonthlyIDCWReinvestDirectPlan_INF0GCD01297.xlsx,INF0GCD01297,TrustMF Liquid Monthly IDCW Reinvest Direct Plan,TRUSTMUTUALFUND_MF,Debt - Bonds,Liquid Fund,3.76,13.9098,1.3,4.65,4.86,0.58,Low
TaurusNiftyIndexIDCWReinvestDirectPlan_INF044D01CS1.xlsx,INF044D01CS1,Taurus Nifty Index IDCW Reinvest Direct Plan,TAURUSMUTUALFUND_MF,Equity,Index Funds,11.98,4.9868,20.3,17.43,15.12,16.18,Medium
TrustMFBankingPSUGrowthDirectPlan_INF0GCD01107.xlsx,INF0GCD01107,TrustMF Banking & PSU Growth Direct Plan,TRUSTMUTUALFUND_MF,Debt - Bonds,Banking and PSU Fund,3.87,24.8333,2.2,7.69,8.25,1.03,Low
TrustMFBankingPSUDailyIDCWReinvestDirectPlan_INF0GCD01115.xlsx,INF0GCD01115,TrustMF Banking & PSU Daily IDCW Reinvest Direct Plan,TRUSTMUTUALFUND_MF,Debt - Bonds,Banking and PSU Fund,3.87,25.6209,2.26,7.55,7.98,1.02,Low
TaurusLargecapEquityIDCWReinvestDirectPlan_INF044D01BZ8.xlsx,INF044D01BZ8,Taurus Largecap Equity IDCW Reinvest Direct Plan,TAURUSMUTUALFUND_MF,Equity,Large Cap Fund,11.98,7.992,16.15,20.44,16.71,19.96,Medium
TataUltraShortTermGrowthDirectPlan_INF277K011T0.xlsx,INF277K011T0,Tata Ultra Short Term Growth Direct Plan,TATAMutualFund_MF,Debt - Bonds,Ultra Short Duration Fund,5.91,0.3011,2.44,7.47,7.8,0.49,Low
UnionValueIDCWReinvestDirectPlan_INF582M01EL2.xlsx,INF582M01EL2,Union Value IDCW Reinvest Direct Plan,UNIONMUTUALFUND_MF,Equity,Value Fund,6.02,3.0271,16.64,24.18,20.4,18.12,Medium
TaurusNiftyIndexGrowthDirectPlan_INF044D01CQ5.xlsx,INF044D01CQ5,Taurus Nifty Index Growth Direct Plan,TAURUSMUTUALFUND_MF,Equity,Index Funds,11.98,5.3063,20.52,17.43,15.12,16.1,Medium
TrustMFOvernightGrowthDirectPlan_INF0GCD01453.xlsx,INF0GCD01453,TrustMF Overnight Growth Direct Plan,TRUSTMUTUALFUND_MF,Debt - Bonds,Overnight Fund,3.01,6.6518,0.59,6.42,6.48,0.11,Low
UnionELSSTaxSaverIDCWPayoutDirectPlan_INF582M01781.xlsx,INF582M01781,Union ELSS Tax Saver IDCW Payout Direct Plan,UNIONMUTUALFUND_MF,ELSS,ELSS,11.98,6.793,20.77,21.11,17.69,15.52,Medium
UTIBankingPSUAnnualIDCWReinvestDirectPlan_INF789FA1V11.xlsx,INF789FA1V11,UTI Banking & PSU Annual IDCW Reinvest Direct Plan,UTIMUTUALFUND_MF,Debt - Bonds,Banking and PSU Fund,8.09,0.5273,4.57,3.13,3.3,5.39,Low
UnionOvernightGrowthDirectPlan_INF582M01FA2.xlsx,INF582M01FA2,Union Overnight Growth Direct Plan,UNIONMUTUALFUND_MF,Debt - Bonds,Overnight Fund,5.91,5.2769,0.45,6.44,6.51,0.07,Low
TrustMFShortDurationMonthlyIDCWReinvestDirectPlan_INF0GCD01404.xlsx,INF0GCD01404,TrustMF Short Duration Monthly IDCW Reinvest Direct Plan,TRUSTMUTUALFUND_MF,Debt - Bonds,Short Duration Fund,3.36,12.0035,1.14,4.2,4.8,1.31,Low
UnionELSSTaxSaverGrowthDirectPlan_INF582M01765.xlsx,INF582M01765,Union ELSS Tax Saver Growth Direct Plan,UNIONMUTUALFUND_MF,ELSS,ELSS,11.98,6.793,20.77,21.11,17.69,15.52,Medium
UTIBankingFinancialServicesGrowthDirectPlan_INF789F01SN3.xlsx,INF789F01SN3,UTI Banking & Financial Services Growth Direct Plan,UTIMUTUALFUND_MF,Equity,Sectoral/Thematic,11.98,21.5084,20.25,25.01,22.05,21.98,Medium
TataUltraShortTermWeeklyIDCWPayoutDirectPlan_INF277K015T1.xlsx,INF277K015T1,Tata Ultra Short Term Weekly IDCW Payout Direct Plan,TATAMutualFund_MF,Debt - Bonds,Ultra Short Duration Fund,5.91,0.0018,0.02,-0.02,-0.02,0.98,Low
TrustMFBankingPSUAnnuallyIDCWPayoutDirectPlan_INF0GCD01180.xlsx,INF0GCD01180,TrustMF Banking & PSU Annually IDCW Payout Direct Plan,TRUSTMUTUALFUND_MF,Debt - Bonds,Banking and PSU Fund,3.87,11.9623,1.13,4.29,4.38,3.49,Low
TataOvernightDailyIDCWReinvestDirectPlan_INF277K019T3.xlsx,INF277K019T3,Tata Overnight Daily IDCW Reinvest Direct Plan,TATAMutualFund_MF,Debt - Bonds,Overnight Fund,5.9,0.0003,0.0,0.0,-0.0,0.0,Low
UnionOvernightMonthlyIDCWReinvestDirectPlan_INF582M01FE4.xlsx,INF582M01FE4,Union Overnight Monthly IDCW Reinvest Direct Plan,UNIONMUTUALFUND_MF,Debt - Bonds,Overnight Fund,5.91,0.3141,0.03,-0.12,-0.06,1.21,Low
UnionMoneyMarketOfMonthlyIDCWPayoutDirectPlan_INF582M01HK7.xlsx,INF582M01HK7,Union Money Market Of Monthly IDCW Payout Direct Plan,UNIONMUTUALFUND_MF,Debt - Bonds,Money Market Fund,3.31,0.7068,0.07,0.16,0.42,1.91,Low
TrustMFLiquidWeeklyIDCWReinvestDirectPlan_INF0GCD01289.xlsx,INF0GCD01289,TrustMF Liquid Weekly IDCW Reinvest Direct Plan,TRUSTMUTUALFUND_MF,Debt - Bonds,Liquid Fund,3.76,10.8985,1.0,5.26,5.52,0.33,Low
UnionFocusedIDCWPayoutDirectPlan_INF582M01FU0.xlsx,INF582M01FU0,Union Focused IDCW Payout Direct Plan,UNIONMUTUALFUND_MF,Equity,Focused Fund,5.35,2.4169,12.77,17.79,15.05,17.93,Medium
UTIBankingFinancialServicesIDCWPayoutDirectPlan_INF789F01SL7.xlsx,INF789F01SL7,UTI Banking & Financial Services IDCW Payout Direct Plan,UTIMUTUALFUND_MF,Equity,Sectoral/Thematic,11.98,8.3079,19.59,25.01,22.05,22.24,Medium
UnionOvernightDailyIDCWReinvestDirectPlan_INF582M01FB0.xlsx,INF582M01FB0,Union Overnight Daily IDCW Reinvest Direct Plan,UNIONMUTUALFUND_MF,Debt - Bonds,Overnight Fund,5.91,0.0029,0.0,0.0,0.0,0.0,Low
TaurusEthicalGrowthDirectPlan_INF044D01CJ0.xlsx,INF044D01CJ0,Taurus Ethical Growth Direct Plan,TAURUSMUTUALFUND_MF,Equity,Sectoral/Thematic,11.98,14.0885,20.67,20.58,17.49,14.15,Low
UnionLargeMidcapIDCWReinvestDirectPlan_INF582M01GB8.xlsx,INF582M01GB8,Union Large & Midcap IDCW Reinvest Direct Plan,UNIONMUTUALFUND_MF,Equity,Large & Mid Cap fund,5.02,2.4457,13.1,22.03,19.06,14.78,Low
TrustMFShortDurationMonthlyIDCWPayoutDirectPlan_INF0GCD01396.xlsx,INF0GCD01396,TrustMF Short Duration Monthly IDCW Payout Direct Plan,TRUSTMUTUALFUND_MF,Debt - Bonds,Short Duration Fund,3.36,12.0035,1.14,4.2,4.8,1.31,Low
TataShortTermBondGrowthDirectPlan_INF277K01QR4.xlsx,INF277K01QR4,Tata Short Term Bond Growth Direct Plan,TATAMutualFund_MF,Debt - Bonds,Short Duration Fund,11.96,3.9918,11.01,7.96,8.49,1.83,Low
TaurusFlexiCapIDCWPayoutDirectPlan_INF044D01BV7.xlsx,INF044D01BV7,Taurus Flexi Cap IDCW Payout Direct Plan,TAURUSMUTUALFUND_MF,Equity,Flexi Cap Fund,11.98,11.7889,16.38,19.9,15.86,16.76,Medium
TrustMFShortDurationQuarterlyIDCWPayoutDirectPlan_INF0GCD01412.xlsx,INF0GCD01412,TrustMF Short Duration Quarterly IDCW Payout Direct Plan,TRUSTMUTUALFUND_MF,Debt - Bonds,Short Duration Fund,3.36,15.5419,1.46,4.47,4.86,1.85,Low
TaurusNiftyIndexIDCWPayoutDirectPlan_INF044D01CR3.xlsx,INF044D01CR3,Taurus Nifty Index IDCW Payout Direct Plan,TAURUSMUTUALFUND_MF,Equity,Index Funds,11.98,4.9868,20.3,17.43,15.12,16.18,Medium
UnionEquitySavingIDCWPayoutDirectPlan_INF582M01EE7.xlsx,INF582M01EE7,Union Equity Saving IDCW Payout Direct Plan,UNIONMUTUALFUND_MF,Equity,Equity Savings,6.34,1.2047,8.88,10.08,9.2,6.15,Low
UTIBankingPSUFlexiIDCWReinvestDirectPlan_INF789FA1V37.xlsx,INF789FA1V37,UTI Banking & PSU Flexi IDCW Reinvest Direct Plan,UTIMUTUALFUND_MF,Debt - Bonds,Banking and PSU Fund,9.83,1.2911,9.22,7.88,8.23,3.86,Low
TataTreasuryAdvantageDailyIDCWReinvestDirectPlan_INF277K018B3.xlsx,INF277K018B3,Tata Treasury Advantage Daily IDCW Reinvest Direct Plan,TATAMutualFund_MF,Debt - Bonds,Low Duration Fund,11.98,0.3093,0.03,0.05,0.08,1.37,Low
UnionEquitySavingGrowthDirectPlan_INF582M01EC1.xlsx,INF582M01EC1,Union Equity Saving Growth Direct Plan,UNIONMUTUALFUND_MF,Equity,Equity Savings,6.34,1.2047,8.88,10.08,9.2,6.15,Low
UnionAggressiveHybridIDCWPayoutDirectPlan_INF582M01HA8.xlsx,INF582M01HA8,Union Aggressive Hybrid IDCW Payout Direct Plan,UNIONMUTUALFUND_MF,Equity,Aggressive Hybrid Fund,3.99,1.3896,9.43,17.96,16.18,10.61,Low
UTIArbitrageIDCWPayoutDirectPlan_INF789FB1RE1.xlsx,INF789FB1RE1,UTI Arbitrage IDCW Payout Direct Plan,UTIMUTUALFUND_MF,Equity,Arbitrage Fund,11.83,0.7458,4.33,7.48,7.82,1.85,Low
TrustMFBankingPSUAnnuallyIDCWReinvestDirectPlan_INF0GCD01172.xlsx,INF0GCD01172,TrustMF Banking & PSU Annually IDCW Reinvest Direct Plan,TRUSTMUTUALFUND_MF,Debt - Bonds,Banking and PSU Fund,3.87,11.9623,1.13,4.29,4.38,3.49,Low
UnionCorporateBondPalnIDCWPayoutDirectPlan_INF582M01DW1.xlsx,INF582M01DW1,Union Corporate Bond Paln IDCW Payout Direct Plan,UNIONMUTUALFUND_MF,Debt - Bonds,Corporate Bond Fund,6.54,0.7644,6.04,7.72,8.55,3.05,Low
TempletonIndiaValueIDCWPayoutDirectPlan_INF090I01GX4.xlsx,INF090I01GX4,Templeton India Value IDCW Payout Direct Plan,FRANKLINTEMPLETON,Equity,Value Fund,11.98,12.8097,17.15,15.71,10.41,18.5,Medium
TataRetirementSavingConservativeGrowthDirectPlan_INF277K01QM5.xlsx,INF277K01QM5,Tata Retirement Saving Conservative Growth Direct Plan,TATAMutualFund_MF,Equity,Retirement Fund,11.94,4.0194,17.63,11.32,11.03,4.94,Low
TaurusDiscoveryGrowthDirectPlan_INF044D01CA9.xlsx,INF044D01CA9,Taurus Discovery Growth Direct Plan,TAURUSMUTUALFUND_MF,Equity,Mid Cap Fund,11.98,12.1064,21.08,24.36,18.37,17.81,Medium
UnionLiquidFortnightlyIDCWReinvestDirectPlan_INF582M01708.xlsx,INF582M01708,Union Liquid Fortnightly IDCW Reinvest Direct Plan,UNIONMUTUALFUND_MF,Debt - Bonds,Liquid Fund,12.07,0.4763,0.05,-0.05,-0.04,1.28,Low
TaurusBankingFinancialServicesGrowthDirectPlan_INF044D01CN2.xlsx,INF044D01CN2,Taurus Banking & Financial Services Growth Direct Plan,TAURUSMUTUALFUND_MF,Equity,Sectoral/Thematic,11.98,6.4621,21.92,22.43,17.86,21.24,Medium
UnionFlexicapGrowthDirectPlan_INF582M01633.xlsx,INF582M01633,Union Flexicap Growth Direct Plan,UNIONMUTUALFUND_MF,Equity,Flexi Cap Fund,11.98,5.3253,20.21,21.64,18.62,15.46,Medium
UTIBankingPSUMonthlyIDCWReinvestDirectPlan_INF789FC1HD3.xlsx,INF789FC1HD3,UTI Banking & PSU Monthly IDCW Reinvest Direct Plan,UTIMUTUALFUND_MF,Debt - Bonds,Banking and PSU Fund,8.93,0.2711,2.25,2.59,2.99,3.79,Low
TrustMFBankingPSUMonthlyIDCWReinvestDirectPlan_INF0GCD01131.xlsx,INF0GCD01131,TrustMF Banking & PSU Monthly IDCW Reinvest Direct Plan,TRUSTMUTUALFUND_MF,Debt - Bonds,Banking and PSU Fund,3.87,13.1753,1.25,4.34,4.93,1.36,Low
UnionBalancedAdvantageGrowthDirectPlan_INF582M01DE9.xlsx,INF582M01DE9,Union Balanced Advantage Growth Direct Plan,UNIONMUTUALFUND_MF,Equity,Dynamic Asset Allocation or Balanced Advantage,6.96,1.7913,11.87,13.52,12.37,10.03,Low
TataOvernightGrowthDirectPlan_INF277K018T5.xlsx,INF277K018T5,Tata Overnight Growth Direct Plan,TATAMutualFund_MF,Debt - Bonds,Overnight Fund,5.9,5.213,0.45,6.46,6.54,0.07,Low
UnionAggressiveHybridGrowthDirectPlan_INF582M01GY0.xlsx,INF582M01GY0,Union Aggressive Hybrid Growth Direct Plan,UNIONMUTUALFUND_MF,Equity,Aggressive Hybrid Fund,3.99,1.3896,9.43,17.96,16.18,10.61,Low
UnionLargecapIDCWReinvestDirectPlan_INF582M01CW3.xlsx,INF582M01CW3,Union Largecap IDCW Reinvest Direct Plan,UNIONMUTUALFUND_MF,Equity,Large Cap Fund,7.6,2.5013,15.93,18.34,15.42,17.09,Medium
TataResourcesEnergyGrowthDirectPlan_INF277K015B9.xlsx,INF277K015B9,Tata Resources & Energy Growth Direct Plan,TATAMutualFund_MF,Equity,Sectoral/Thematic,8.99,5.2744,20.2,24.69,20.84,18.88,Medium
TempletonIndiaValueGrowthDirectPlan_INF090I01GY2.xlsx,INF090I01GY2,Templeton India Value Growth Direct Plan,FRANKLINTEMPLETON,Equity,Value Fund,11.98,78.9827,23.13,25.96,20.33,16.67,Medium
UnionLiquidGrowthDirectPlan_INF582M01674.xlsx,INF582M01674,Union Liquid Growth Direct Plan,UNIONMUTUALFUND_MF,Debt - Bonds,Liquid Fund,12.07,36.5045,1.99,7.07,7.26,0.67,Low
UnionArbitrageGrowthDirectPlan_INF582M01ES7.xlsx,INF582M01ES7,Union Arbitrage Growth Direct Plan,UNIONMUTUALFUND_MF,Equity,Arbitrage Fund,5.81,0.458,3.78,7.33,7.62,1.0,Low
UTIArbitrageGrowthDirectPlan_INF789FB1RG6.xlsx,INF789FB1RG6,UTI Arbitrage Growth Direct Plan,UTIMUTUALFUND_MF,Equity,Arbitrage Fund,11.92,1.766,6.75,7.48,7.82,1.01,Low
TataRetirementSavingModerateGrowthDirectPlan_INF277K01QN3.xlsx,INF277K01QN3,Tata Retirement Saving Moderate Growth Direct Plan,TATAMutualFund_MF,Equity,Retirement Fund,11.97,7.6803,20.74,20.73,19.42,13.07,Low
UnionFlexicapIDCWPayoutDirectPlan_INF582M01658.xlsx,INF582M01658,Union Flexicap IDCW Payout Direct Plan,UNIONMUTUALFUND_MF,Equity,Flexi Cap Fund,11.98,4.645,19.47,21.64,18.61,15.74,Medium
TrustMFBankingPSUQuarterlyIDCWReinvestDirectPlan_INF0GCD01156.xlsx,INF0GCD01156,TrustMF Banking & PSU Quarterly IDCW Reinvest Direct Plan,TRUSTMUTUALFUND_MF,Debt - Bonds,Banking and PSU Fund,3.87,14.0108,1.31,4.46,4.84,1.92,Low
TaurusDiscoveryIDCWReinvestDirectPlan_INF044D01CC5.xlsx,INF044D01CC5,Taurus Discovery IDCW Reinvest Direct Plan,TAURUSMUTUALFUND_MF,Equity,Mid Cap Fund,11.98,10.7424,20.71,24.36,18.37,18.1,Medium
